sls_id,game_name,question,answer,images
578864802416298514,原神,求助大佬配一下队伍，再指点一下常驻自选哪个好一点,如果是零命那维，可以选择万叶、莱依拉加一个其他元素的角色。草神队伍缺久岐忍，可以暂时用丽莎替代。嘉明可以配闲云、行秋、班尼特，但这队伍在萌新时期可能充能不够不好用。有草神就不需要提纳里，可以用草刻组队，另一队可以用水龙。,"[https://img2.tapimg.com/moment/etag/FtxdMGhSlqj13R2IMpV_HjVUqW5Y.jpg, https://img2.tapimg.com/moment/etag/Fk-rhNsZ6Y5BSZM_JgeXsXmmO3fv.jpg, https://img2.tapimg.com/moment/etag/FhBs6J4FfvMo5dxLvvmNrCH1Ol5l.jpg, https://img2.tapimg.com/moment/etag/FopkmR7hiLrqL1hlBnfOM00CFGdA.jpg]"
572341828506880088,出发吧麦芬,为什么我的学者伤害这么低只能打1800的伤害？,1、领域流拉胯。2、命中、技巧低得不忍直视。3、招式乱升红。,"[https://img2.tapimg.com/moment/etag/Fh0jQIDgInV9Zt8ljWc51RoPprIQ.jpg, https://img2.tapimg.com/moment/etag/FrmHiSkVXHCA72hE0u9nSIOao8UF.jpg, https://img2.tapimg.com/moment/etag/FhU7DU1tUJTNn1cP2rBZxfVxD-u4.jpg, https://img2.tapimg.com/moment/etag/Fi2PiaY5oHFn6-bylrSjOTYyNbxQ.jpg, https://img2.tapimg.com/moment/etag/FnZRxcYo_ixLnvAtVL6bE0zBKfB_.jpg]"
568501815524462265,出发吧麦芬,请问这个能量要囤一些吗,能源石头可以囤，但能源囤不了，该用就用。,[https://img2.tapimg.com/moment/etag/FpmIGFLwwo2ysGXZq8kLJgcXQMH2.jpg]
568593042932501479,原神,我的雷神和龙王是不是偏科了？,龙王需要至少3万5的生命值，并且需要堆暴击。,"[https://img2.tapimg.com/moment/etag/Fj8qvXcAFI4RQtBmvu5NvZ0xQHRx.jpg, https://img2.tapimg.com/moment/etag/FnzSjc5yWomd5bq99J_ountKU9pQ.jpg]"
573198239797348796,绝区零,为什么我家的邦布比别的邦布更小？,伊埃斯是非作战用邦布，和普通邦布不同。一般来说，黑色邦布＞战斗邦布＞伊埃斯。,[https://img2.tapimg.com/moment/etag/Fhnw2S7-SeduqQZAeNw-QeC21PdO.jpg]
578608757198556547,出发吧麦芬,升阶时是选择高等级装备还是直接升阶已有装备比较好？,优先将已有装备升到满阶，再更换高级或属性好的装备。,[https://img2.tapimg.com/moment/etag/FrGZqoocUU4nk9YmDw6CqnBYgfGW.jpg]
574302611788793694,出发吧麦芬,宠物碎片不能合成宠物吗？,宠物碎片不能直接合成宠物。金宠需要碎片和金闪闪，只有碎片无法合成金宠。,[https://img2.tapimg.com/b9546434-b7cb-4b21-83fc-23a58a95713d.jpeg]
573223858652317696,出发吧麦芬,除了麦乐兽还有别的能加攻击的吗，为什么别人的攻击能比我高1万多？,套装2+2+2比6黑岩高1万多左右。,"[https://img2.tapimg.com/moment/etag/FlPwLIhs2iJMr3h7_LZERMjWEEZ1.jpg, https://img2.tapimg.com/moment/etag/FmxrY4Kp5as0J45-ZbnB1kPdVszV.jpg]"
572812605857465833,绝区零,这活动怪的数值是不是有点高了？没有肉鸽的buff去打肉鸽的boss，这游戏第一个大活动是不是得全员满级才能打？,这次活动的门槛是55级。实际上，50级的角色也能通过活动，关键在于角色的配置和技能等级。,"[https://img2.tapimg.com/moment/etag/Fn3TFFgwrjJ1_Q1yCY6cuMC077p4.jpg, https://img2.tapimg.com/moment/etag/FkbOf8L-riG94W5ZciW-_EclJtRM.jpg]"
578950499366079698,出发吧麦芬,招式加成是否会跳过等级但不加到面板上，这是显示逻辑bug吗？,招式加成不会跳过等级且不加到面板上，事实上是不会触发的。,[https://img2.tapimg.com/moment/etag/Fq9YtSUXrm1OieTccfZhPMj4aXZ2.jpg]
573906430487167912,绝区零,怎么配队，该养谁？,推荐配队为猫又、青衣、妮可。,[https://img2.tapimg.com/moment/etag/Fp67HoZRrfun8QFD3U9r_OyVCczI.jpg]
570980123965128893,原神,目前应该养谁？,香菱和砂糖可以养。,"[https://img2.tapimg.com/moment/etag/FmIaQdPkXgu2H7UZ0LWp1_0LyBy3.jpg, https://img2.tapimg.com/moment/etag/FqIXeegh6s2cLJjZVRzLBwShsx0u.jpg]"
578180934747031529,原神,原神未知地底是谁知道这是哪里？,这是纳塔地下，夜神之国，纳塔剧情里有。,"[https://img2.tapimg.com/moment/etag/Fry9k5U60I5vVKc-H4RSLY473ghO.jpg, https://img2.tapimg.com/moment/etag/FuQWQP4dTKYF5sfN8vWBCb14dybe.jpg]"
571687076366388884,原神,怎么兑换原石？怎么领取？,在签到领好礼上面点击立即兑换。,"[https://img2.tapimg.com/moment/etag/FvM_VG6pnUEenmmcWMkg33Y6t2XD.jpg, https://img2.tapimg.com/moment/etag/FnX1lL5mzkoB__l3qDgRGWlTv-wA.jpg]"
570356174545750027,出发吧麦芬,是等级高的好还是后面两项数值高的好呢，现在需要用其中一个升级另外一个，不知道怎么选了，有没有大佬解答,肯定等级高。等级后面的两个数字，都是看的等级、洗练和进阶。之所以等级低的战力高是因为你升阶了，当然比等级高但0阶的高。你把等级高的也升到一样阶数就是等级高的更高了。至于洗练，这个位置不出攻击类属性所以随便，除非你是T，不过前期的洗练也是无足轻重。,[https://img2.tapimg.com/c1eb0df7-5708-43bf-9966-4bbfaa66024a.png]
574661145491671830,绝区零,安东多少暴击才够？,76%暴击率应该是够了。,"[https://img2.tapimg.com/moment/etag/FmOnwOw17dlme0CFcf1iv3Vc2CR2.jpg, https://img2.tapimg.com/moment/etag/FlU5NUtJiGwvG_lj8LiFv3_L6k99.jpg, https://img2.tapimg.com/moment/etag/Fq0NWaTkfjyAzfZSw8hvoEFSDpT7.jpg]"
577082299024148723,出发吧麦芬,刺客技能怎么带，为什么高30万还是这个输出？,宠物特技才是伤害的主要来源，不要只看面板和战力。,"[https://img2.tapimg.com/moment/etag/FmJO-_QA9eNZbOJaV9OR_t_BbYP-.jpg, https://img2.tapimg.com/moment/etag/FtQdsmyJB7SwUvtXOvHEi-vQXiof.jpg, https://img2.tapimg.com/moment/etag/Fo5wI-mFCaWR7EVd8QfraaHbgquo.jpg]"
572799877671554707,原神,原神新手该入手哪个角色？该注意什么？,1. 开局紧跟着派蒙开启第一个神像，尽快到28级把璃月主线做完，下个版本提前开启纳塔主线多拿500原石和新角色卡齐娜。2. 抽卡注意合理计划地囤，抽取好用的角色。3. 前期最好不要碰武器池，五星武器对于主C不是必须品，有很多好用的四星武器。4. 5.0版本入坑的话，建议先拿雷神，雷国队伍现在也挺好用。5.1版本大概率复刻钟离，5.2版本大概是火神。5. 游戏是自己玩的，某个内容玩完后有自己的评价，不建议人云亦云被带节奏。,[https://img2.tapimg.com/text2image/7a30716c-0f20-4380-aa55-03c8daee1d25.jpg]
570643831616178135,原神,如何为娜维娅和嘉明分别组队以应对深渊和大世界？,娜维娅队伍：娜维娅、芙芙、凝光、夏洛蒂。娜维娅作为主C，芙芙辅助挂水增加伤害，凝光作为副C增加伤害并打晶体，夏洛蒂挂冰并提供治疗。嘉明队伍：嘉明、芭芭拉、芙芙、琳妮特。,"[https://img2.tapimg.com/moment/etag/FjECxrLvvt_5Am-xZN92tqknh0TE.png, https://img2.tapimg.com/moment/etag/Fo7NGaM4I06LUbIj1i63AKqcvVF_.png, https://img2.tapimg.com/moment/etag/FsPv9MGymHWrdra-7EbbPfOCG8Y0.png]"
572214555791330004,地下城与勇士：起源,领主乱斗排名怎么算，分数代表什么，怎么打分数高？,想打高分需要把其他两个多杀了。谁分高杀谁，抢到两只黄金怪且不死就是第一。,[https://img2.tapimg.com/moment/etag/FvjsuFFhYBG5y5xN6kjZJbe7b_0S.jpg]
574006542114753830,出发吧麦芬,奶妈输出向天赋选择，是带颂唱回能好还是带狂热和临场拉高巧爆好？,冷却是一定要带的，包括半奶，后者还能靠恢复全程吃到连招的10%增伤。第三个盘子，暴击和颂唱不相上下，由于带了三爆伤所以暴击收益高于技巧和爆伤。如果爆伤招式不多并且暴击技巧之间差距比较大的话，可以考虑带技巧；回能测出来伤害反而低，通常不选。,[https://img2.tapimg.com/moment/etag/FqX3-0tYldB2cQrvRoNKLNvV6-G-.jpg]
571626345176498972,出发吧麦芬,学者怎么提高伤害？,将反客为主换成领域大师。,"[https://img2.tapimg.com/moment/etag/Fg2MLfH6KeV8U4_OqMCIFoHLRVY5.jpg, https://img2.tapimg.com/moment/etag/FrQu6TyV7z1Ktu9Oyw-JCQfC2w54.jpg, https://img2.tapimg.com/moment/etag/FrIptsytik2kpUBnJxamPKGuB9fk.jpg]"
573544406825568112,原神,夜兰、万叶和雷电将军到底抽哪个？,这三位角色都是万金油辅助角色，都可以做国家队驾驶员。雷电将军可以作为主C，三命或二命时大招伤害非常高。,[https://img2.tapimg.com/moment/etag/FqK8h9E3dotkTmwRa1gy0eJo2wgO.jpg]
569817013568930490,出发吧麦芬,十期和十一期纸飞机抽哪个比较好,建议抽第十期，或者等待第十三期和第十四期。,[https://img2.tapimg.com/moment/etag/Fkb60bu_WHfRB0NeXXgbUw7aHJfc.png]
570619250796921741,绝区零,怎么组二队，有丽娜，苍角，露西，抽简有用吗？,可以考虑苍角、艾莲、社长。如果抽简的话，可以组简、派派（猫又）、妮可。妮可快速支援拉出来的得是简，这样可以让简的狂热输出频率提高，打异常速度更快。如果考虑打物理异常，可以把猫踢掉换派派，提高獠牙的强击覆盖率。如果想玩花里胡哨，可以带猫蹭闪，然后简2个强击之后换猫出来放个强化E。,[https://img2.tapimg.com/moment/etag/Fl5CxHhZCK_Wi_9pDNlyCy4ggXP7.jpg]
571099375153974729,地下城与勇士：起源,魔道怎么打，没人要，怎么混呢？,可以加入工会找人带，或者单刷初探难度。普通难度可以找人组队，装备方面建议使用魔道异界套五件，黑珍珠，踏镯和项链，毛笔+12以上。,[https://img2.tapimg.com/moment/etag/Fr0WVlGEZn-B5FygpSxPZdLHPLKA.jpg]
573626267652328378,原神,5.0版本能得到的原石是否够出一次金？在此基础上后续需要怎么选择？,5.0版本可以观望雷神、班尼特、行秋和香菱。如果不是特别想抽雷神，可以考虑跳过这个版本，等火神或者龙王复刻。,"[https://img2.tapimg.com/moment/etag/FhjoFgGMp7ASL8M_3yXotpi2BpAn.jpg, https://img2.tapimg.com/moment/etag/Fg0qUOHM2nGQ4omUUz0b2Nj3tJYU.jpg]"
569848097727843141,出发吧麦芬,剑士玩纯T和输出哪个更好一点？,纯输出只要切技能和天赋就可以无缝当T。只活动与日常的话，输出就行。只有想跟大佬们第一时间混边境与绝境之类的才需要纯T。主线、每日龙、秘境、梦魇等，用输出面板就行，需要时切换T就行。国服坦奶都这样。,"[https://img2.tapimg.com/moment/etag/FoVKISMeG3jJQkRWVC9UiJMTbTk2.jpg, https://img2.tapimg.com/moment/etag/FhQ9XJFSPv2QxSzmCftWw1RXUCA7.jpg, https://img2.tapimg.com/moment/etag/FpIbmzgJ5k8PcCYDx0Ah8YPhnmFA.jpg]"
576364240248507604,出发吧麦芬,在有月卡的情况下，是否需要吃经验药水才能在第五天晚上升到30级并获得绮想妙成真？,在有月卡的情况下，一瓶经验药水都不用吃，自然升级即可。,[https://img2.tapimg.com/moment/etag/FlcrWeEAWka_OQTVgEqkv1GULse8.jpg]
578538733419103146,原神,玛拉妮值得抽吗？,玛拉妮在赶路和伤害方面表现不错，特别是在纳塔大世界跑图时变龙非常方便。她的伤害对单体敌人较高，但对群体敌人稍显乏力。如果深渊中没有燃素，使用体验可能不太顺畅。,[https://img2.tapimg.com/moment/etag/FvOVOvxiVoc9rH32PGPvxe9RQw06.jpg]
569674470680170492,绝区零,如何在两分半钟内完成任务？,主要是要聚怪，这样就有时间打BOSS。艾莲走位聚怪，安比击破，苍角聚怪，鲨鱼踩一脚结束小怪，留出足够时间打BOSS。,[https://img2.tapimg.com/moment/etag/FkGbV6zpxIh3VYQQifoWnclp-GBv.jpg]
573272579515613253,出发吧麦芬,三转游侠伤害低，如何提升伤害？,可以尝试降低暴击，天赋左线自带20％暴击。,"[https://img2.tapimg.com/moment/etag/FlzDPH-C13ILtylAexbIHpShAyPc.png, https://img2.tapimg.com/moment/etag/FsYZj72c-c9Ayb8BlSR1q47lxxrJ.png, https://img2.tapimg.com/moment/etag/FvhlApRTYTQjch2zwPdIi82j6E_y.png, https://img2.tapimg.com/moment/etag/FrgaK_0GDXiwKrGinAKn7XoRtnGz.png]"
577923184968336332,原神,五星自选选什么好配队伍,提纳里带个雷就能打。莫娜可以打核爆，也可以增伤。迪希雅作为零命角色可以单刷若陀龙王。,"[https://img2.tapimg.com/moment/etag/Fu-UGvSK4Ty4hjAzcPmLvNRmwRQh.jpg, https://img2.tapimg.com/moment/etag/FtRb9x9q3g9JBV2VTt--7Ykoj-6D.jpg]"
572410454203173932,绝区零,地狱开局，青衣需要抽吗？,如果准备攒菲林战某狐耳角色的话就抽青衣，之后版本划水。不养也行，缺击破还是抽一个最好。,"[https://img2.tapimg.com/moment/etag/Fjs54ZeUBJ8FXluu4xCGqmW4kLRc.jpg, https://img2.tapimg.com/moment/etag/FoYgJDm3JsncI0sdobgJnG6nJXv4.jpg, https://img2.tapimg.com/moment/etag/Fj1gGTdjsC2GqXppFiSjlw89cTOo.jpg, https://img2.tapimg.com/moment/etag/Fg-9NJnc6CmAeCI4LsIKgXh0qeOt.jpg]"
578133339337130160,绝区零,该怎么配队，感觉老是没伤害,可以尝试使用苍角作为主C，搭配狼叔、妮可、青衣和丽娜。虽然苍角即将退出深渊环境，但过本应该没有问题。后续版本可以等1.3或1.4的悠真和雅，放弃1.2的深渊，专注培养这五个角色。,[https://img2.tapimg.com/moment/etag/lqIsP-oYzraa6gRq0Fa6XTVnyJQH.jpg]
575639585309068317,出发吧麦芬,我的面板是不是有什么问题，为什么伤害总是低别人一截？,命中没有达到100%，并且输出时需要三爆伤。,"[https://img2.tapimg.com/moment/etag/Fo-bip7ZvuH0lt6XRA6M1IRb2PuM.jpg, https://img2.tapimg.com/moment/etag/Frmlgk9zKwpBMgQcEeNvcE1w44ox.jpg]"
572780756254852804,出发吧麦芬,为什么我的三转射手伤害比别人低很多？,可能是宠物特级等级差异导致的。,"[https://img2.tapimg.com/moment/etag/Fqkt3GrPdmkc1fKFKpqkW6lpSKIG.jpg, https://img2.tapimg.com/moment/etag/FlU0KcWwXMAFrRv_oiKsnsxBlCiy.jpg, https://img2.tapimg.com/moment/etag/FuTO1OPGWCwfNQqKg4iR9g38yuMn.jpg]"
579289501445130004,出发吧麦芬,每个地区秘宝都齐了后怎么规划能源，每天去哪里抽，主要看哪些东西来决定自己去哪个地区抽？,绿洲有两个核心加伤害秘宝，可以抽绿洲升星。,[https://img2.tapimg.com/moment/etag/FgdrkE7aiJ3eOorkKXE-S7pr6SRE.png]
567965105652762746,地下城与勇士：起源,为什么这把武器拍卖行价格会这么高，拍卖行里面这把武器数量这么多价格还这么高？,因为系统设置的底价太高，导致有人卖没人买。,[https://img2.tapimg.com/moment/etag/FjWad_uyrOn1WnqOEJKhGCA7edmG.png]
573540487630163602,出发吧麦芬,现在开始磕月卡能赶上第一梯队等级吗？,靠升级指望不大，三转后升级速度非常快，建议在新区重新开始或者购买一个老号。,[https://img2.tapimg.com/moment/etag/FtMhZ-z-4Aqpo1lqaJRN7F1E8Vb0.png]
570327298251687042,出发吧麦芬,请问这个兑换了给20金闪闪吗,如果是重复的宠物就会给20金闪闪。,[https://img2.tapimg.com/moment/etag/FpA_XOsYndsHMRN3F7RhLJbzULP3.jpg]
568202156629295745,出发吧麦芬,能量是干嘛的,释放核心技能需要能量，核心技能没有冷却时间，回能越多，释放得越快。,[https://img2.tapimg.com/moment/etag/Fu102o-DJHlwu_qd0VxLnV20UGbo.png]
576975581510369666,原神,自选五星应该选哪个？,如果打算抽角色且不歪的话，建议选择提纳里。,[https://img2.tapimg.com/moment/etag/FuRC5b3_KNP6Q8ZD_pTHE4FDTD1w.jpg]
575255264106646995,出发吧麦芬,要不要换新等级的套装，已经到新图了，三天后可能就用新套装了，选哪个？,下面的很好了，等戒指等级再高点再换。,[https://img2.tapimg.com/moment/etag/FmRxOVgINu6E5m-xENpM26SHwNgK.jpg]
569883821130908154,出发吧麦芬,学者职业，宠物up怎么抽？抽了2狗，后续怎么抽？还有3次up,建议选择魔魔狗，或者选择狗马智谋多。,"[https://img2.tapimg.com/moment/etag/FqVHQOGS1o8TDHAUq_SEuCSF90Va.jpg, https://img2.tapimg.com/moment/etag/Fre_XJ6mxbmnV--zbXAxRh5f3rKD.jpg]"
570873549275792784,原神,请问可以配哪些队？,可以先走一个林尼、琳妮特、芙宁娜、班尼特的蒸发队，琳妮特带风套增伤。这队的顶配是林尼、琴（或万叶）、芙宁娜、钟离。第二队可以是白术、提纳里、菲谢尔的超激化队，最后一个位置可以暂时用莱依拉，这队的顶配是纳西妲、提纳里、菲谢尔（无六命菲谢尔的话用八重神子）、钟离。,"[https://img2.tapimg.com/moment/etag/Fp5z6ccb6wyfzMXT1vntMQI_5zs3.jpg, https://img2.tapimg.com/moment/etag/Fu5gGBFKPAyETpnXFSrZguumT5bi.jpg]"
569052202539155771,出发吧麦芬,请问这个怎么玩 每天3次，每次3组，都要领吗？或是在9组里领一组（次）即可，还有这个限量吗？,每天三个时段，每个时段一个码，一共三个码，只有当天可以兑换，过期失效。最后一天会发四个码。,[https://img2.tapimg.com/moment/etag/FjBPmxBizo1Vp-WE4loMQnCzkUcQ.jpg]
576820753979146664,原神,如果5.0要选提那里的话若水可以用吗,若水可以用，但需要贴脸输出，否则被动效果无法完全发挥。建议使用蓄力弓，并且最好带个盾以防被打飞。,"[https://img2.tapimg.com/moment/etag/FhrifrWgwwZ9w6PboCTWQdEIMjQg.png, https://img2.tapimg.com/moment/etag/Fkp4-YEhzV1LwkvpaKvWD5Cwn9o6.png]"
578395497069285225,地下城与勇士：起源,转职之后怎么切回初始外观,端游可以切回初始外观，手游不行。,[https://img2.tapimg.com/moment/etag/Fts4rUZ1P2T2QwHG8XD4xcvD1K83.jpg]
574627776150110367,绝区零,简和青衣我抽谁好啊？,简是主C，青衣是击破。如果你有两个S击破且没有朱鸢，青衣不是刚需，建议抽简。,[https://img2.tapimg.com/moment/etag/FqOzxfevTWgfgs3zO0rceepR4Pa1.jpg]
570766148203711834,绝区零,驱动盘这个位置是不是穿透好于大公鸡跟属性？,没有丽娜的情况下基本不考虑带穿透。,[https://img2.tapimg.com/moment/etag/Fg-M5e5AFmZJ_XJbquURPDCKGZKE.jpg]
579579333492868187,原神,岩队伤害怎么样？排第几？,岩队伤害在高氪情况下可以达到六位数，伤害表现较好；中氪情况下伤害在四五位数，表现一般；低氪情况下建议只抽钟离，整体伤害表现较差。,[https://img2.tapimg.com/moment/etag/FoJdoVNiMPgkYfRagT0LP7CkCF0A.jpg]
575562861531630279,出发吧麦芬,为什么三转游侠的急速一点效果都没有？,三转游侠不受急速属性影响，主要依赖巧爆属性。,[https://img2.tapimg.com/moment/etag/FiODGHMyv5XVPGaaaQT-h3WG2S7W.jpg]
576886454941125223,绝区零,要不要用电池啊 现在49级背包还有30多罐体力 感觉面板提不上去,角色可以升到60级之后，也就是说你冒险等级要50级以上。这样你才可以电池使用最大化，不然你得到的材料永远都会少。,[https://img2.tapimg.com/moment/etag/FlXj5a8-d0wCxIUsDbqE5Qk372CL.jpg]
573510451225167189,出发吧麦芬,海滨套装想白嫖需要攒多少期？,100抽稳定白嫖一期，需要攒5期，每期送10+1800钻礼包10。,[https://img2.tapimg.com/moment/etag/FgwcVaOBi3fRzIZpuaYGJtdWunmW.png]
569972314565773499,绝区零,艾莲和朱鸢的面板是否毕业？,艾莲的面板需要查看具体词条，朱鸢的暴击溢出20，驱动盘套装应带啄木鸟。,"[https://img2.tapimg.com/moment/etag/FooBeufUeGZWkAIr2nfF2LZOAJSP.jpg, https://img2.tapimg.com/moment/etag/FiwVqQQmMEHBi-G2kr8I9G2QgXFI.jpg, https://img2.tapimg.com/moment/etag/FufmWvzu0jTyfOY9KSIOVb1ZtMe-.jpg, https://img2.tapimg.com/moment/etag/FuxLZfwvxLR76hgB3oI8yoPvX2hV.jpg]"
575750487798710277,原神,该怎么配队和养成30级开头的小萌新角色？,抽取万叶，组成仆人、万叶、行秋、班尼特的队伍，并且都要练起来。对于有芙芙龙王的情况，不需要万叶的加伤效果，可以随便带一个风系角色，给龙王减水抗即可。,"[https://img2.tapimg.com/moment/etag/Fqco5unE12RlKz2j9aRVdEcctXsV.jpg, https://img2.tapimg.com/moment/etag/lhS3T2iMCng_sLIXUcH5mjjRc3RN.png, https://img2.tapimg.com/moment/etag/lu7hHQvwUF0ZK8vIxnvZEtfJ7kTR.png, https://img2.tapimg.com/moment/etag/lkpRXibL86nDt0Lgxd2jAmWzRuT3.png]"
574194775100490467,地下城与勇士：起源,下周出团本项链和武器，还需要买骨戒吗,如果能跟上版本进度，不需要购买骨戒。骨戒主要用于极限伤害提升，但对于大部分玩家来说，提升效果不明显。建议优先购买永久提升的道具，如时装、宠物、宠物装备和强化道具。,[https://img2.tapimg.com/moment/etag/FoX9uwcolPuOw1bl2g4lYBADJtKj.jpg]
569311145869969613,出发吧麦芬,如何提高伤害，还有什么地方可以提升，零氪玩家,命中、暴击和技巧都太低，需要优先提升这三个属性。急速可以适当降低。宠物方面建议将全能的狼换成哈士奇或托比，优先考虑提升技巧和暴击。爆伤也需要跟上。,"[https://img2.tapimg.com/moment/etag/FryC7t9DwX0qse4qygx0a6T3lOr-.jpg, https://img2.tapimg.com/moment/etag/FoD-cI7oBl5rtc20Kjgcu9HOJ02K.jpg, https://img2.tapimg.com/moment/etag/FkDkwuXOnus05__r5CJFscgIyIpL.jpg]"
573798120438105346,出发吧麦芬,为什么这个道具用不了？,该道具属于第一期的道具，现在是第二期，无法使用。,"[https://img2.tapimg.com/moment/etag/FrYVZsBqrvq917azf9e1Yo6oPxU9.jpg, https://img2.tapimg.com/moment/etag/FqDPwGA9FYXZbVN-53TQUcr51C8C.jpg]"
